id,table_id:id,name,description,element_char,element_float,element_percent,start_date,end_date
element_1,sunat_tabla_01,1,DEPÓSITO EN CUENTA,DEPÓSITO EN CUENTA,,,,
element_2,sunat_tabla_01,2,GIRO,GIRO,,,,
element_3,sunat_tabla_01,3,TRANSFERENCIA DE FONDOS,TRANSFERENCIA DE FONDOS,,,,
element_4,sunat_tabla_01,4,ORDEN DE PAGO,ORDEN DE PAGO,,,,
element_5,sunat_tabla_01,5,TARJETA DE DÉBITO,TARJETA DE DÉBITO,,,,
element_6,sunat_tabla_01,6,TARJETA DE CRÉDITO,TARJETA DE CRÉDITO,,,,
element_7,sunat_tabla_01,7,"CHEQUES CON LA CLÁUSULA DE ""NO NEGOCIABLE"", ""INTRANSFERIBLES"", ""NO A LA ORDEN"" U OTRA EQUIVALENTE, A QUE SE REFIERE EL INCISO F) DEL ARTICULO 5° DEL DECRETO LEGISLATIVO.","CHEQUES CON LA CLÁUSULA DE ""NO NEGOCIABLE"", ""INTRANSFERIBLES"", ""NO A LA ORDEN"" U OTRA EQUIVALENTE, A QUE SE REFIERE EL INCISO F) DEL ARTICULO 5° DEL DECRETO LEGISLATIVO.",,,,
element_8,sunat_tabla_01,8,"EFECTIVO, POR OPERACIONES EN LAS QUE NO EXISTE OBLIGACIÓN DE UTILIZAR MEDIOS DE PAGO","EFECTIVO, POR OPERACIONES EN LAS QUE NO EXISTE OBLIGACIÓN DE UTILIZAR MEDIOS DE PAGO",,,,
element_9,sunat_tabla_01,9,"EFECTIVO, EN LOS DEMÁS CASOS","EFECTIVO, EN LOS DEMÁS CASOS",,,,
element_10,sunat_tabla_01,10,MEDIOS DE PAGO DE COMERCIO EXTERIOR,MEDIOS DE PAGO DE COMERCIO EXTERIOR,,,,
element_11,sunat_tabla_01,11,LETRAS DE CAMBIO,LETRAS DE CAMBIO,,,,
element_12,sunat_tabla_01,101,TRANSFERENCIAS - COMERCIO EXTERIOR,TRANSFERENCIAS - COMERCIO EXTERIOR,,,,
element_13,sunat_tabla_01,102,CHEQUES BANCARIOS  - COMERCIO EXTERIOR,CHEQUES BANCARIOS  - COMERCIO EXTERIOR,,,,
element_14,sunat_tabla_01,103,ORDEN DE PAGO SIMPLE  - COMERCIO EXTERIOR,ORDEN DE PAGO SIMPLE  - COMERCIO EXTERIOR,,,,
element_15,sunat_tabla_01,104,ORDEN DE PAGO DOCUMENTARIO  - COMERCIO EXTERIOR,ORDEN DE PAGO DOCUMENTARIO  - COMERCIO EXTERIOR,,,,
element_16,sunat_tabla_01,105,REMESA SIMPLE  - COMERCIO EXTERIOR,REMESA SIMPLE  - COMERCIO EXTERIOR,,,,
element_17,sunat_tabla_01,106,REMESA DOCUMENTARIA  - COMERCIO EXTERIOR,REMESA DOCUMENTARIA  - COMERCIO EXTERIOR,,,,
element_18,sunat_tabla_01,107,CARTA DE CRÉDITO SIMPLE  - COMERCIO EXTERIOR,CARTA DE CRÉDITO SIMPLE  - COMERCIO EXTERIOR,,,,
element_19,sunat_tabla_01,108,CARTA DE CRÉDITO DOCUMENTARIO  - COMERCIO EXTERIOR,CARTA DE CRÉDITO DOCUMENTARIO  - COMERCIO EXTERIOR,,,,
element_20,sunat_tabla_01,999,OTROS MEDIOS DE PAGO,OTROS MEDIOS DE PAGO,,,,
element_21,sunat_tabla_02,0,OTROS TIPOS DE DOCUMENTOS,OTROS TIPOS DE DOCUMENTOS,,,,
element_22,sunat_tabla_02,1,DOCUMENTO NACIONAL DE IDENTIDAD (DNI),DOCUMENTO NACIONAL DE IDENTIDAD (DNI),,,,
element_23,sunat_tabla_02,4,CARNET DE EXTRANJERIA,CARNET DE EXTRANJERIA,,,,
element_24,sunat_tabla_02,6,REGISTRO ÚNICO DE CONTRIBUYENTES,REGISTRO ÚNICO DE CONTRIBUYENTES,,,,
element_25,sunat_tabla_02,7,PASAPORTE,PASAPORTE,,,,
element_26,sunat_tabla_02,A,CÉDULA DIPLOMÁTICA DE IDENTIDAD,CÉDULA DIPLOMÁTICA DE IDENTIDAD,,,,
element_27,sunat_tabla_03,01,CENTRAL RESERVA DEL PERU ,CENTRAL RESERVA DEL PERU ,,,,
element_28,sunat_tabla_03,02,DE CREDITO DEL PERU      ,DE CREDITO DEL PERU      ,,,,
element_29,sunat_tabla_03,03,INTERNACIONAL DEL PERU   ,INTERNACIONAL DEL PERU   ,,,,
element_30,sunat_tabla_03,05,LATINO                   ,LATINO                   ,,,,
element_31,sunat_tabla_03,07,CITIBANK DEL PERU S.A.,CITIBANK DEL PERU S.A.,,,,
element_32,sunat_tabla_03,08,STANDARD CHARTERED,STANDARD CHARTERED,,,,
element_33,sunat_tabla_03,09,SCOTIABANK PERU,SCOTIABANK PERU,,,,
element_34,sunat_tabla_03,11,CONTINENTAL              ,CONTINENTAL              ,,,,
element_35,sunat_tabla_03,12,DE LIMA                  ,DE LIMA                  ,,,,
element_36,sunat_tabla_03,16,MERCANTIL                ,MERCANTIL                ,,,,
element_37,sunat_tabla_03,18,NACION                   ,NACION                   ,,,,
element_38,sunat_tabla_03,22,SANTANDER CENTRAL HISPANO,SANTANDER CENTRAL HISPANO,,,,
element_39,sunat_tabla_03,23,DE COMERCIO              ,DE COMERCIO              ,,,,
element_40,sunat_tabla_03,25,REPUBLICA                ,REPUBLICA                ,,,,
element_41,sunat_tabla_03,26,NBK BANK                 ,NBK BANK                 ,,,,
element_42,sunat_tabla_03,29,BANCOSUR,BANCOSUR,,,,
element_43,sunat_tabla_03,35,FINANCIERO DEL PERU      ,FINANCIERO DEL PERU      ,,,,
element_44,sunat_tabla_03,37,DEL PROGRESO             ,DEL PROGRESO             ,,,,
element_45,sunat_tabla_03,38,INTERAMERICANO FINANZAS  ,INTERAMERICANO FINANZAS  ,,,,
element_46,sunat_tabla_03,39,BANEX                    ,BANEX                    ,,,,
element_47,sunat_tabla_03,40,NUEVO MUNDO              ,NUEVO MUNDO              ,,,,
element_48,sunat_tabla_03,41,SUDAMERICANO             ,SUDAMERICANO             ,,,,
element_49,sunat_tabla_03,42,DEL LIBERTADOR,DEL LIBERTADOR,,,,
element_50,sunat_tabla_03,43,DEL TRABAJO,DEL TRABAJO,,,,
element_51,sunat_tabla_03,44,SOLVENTA                 ,SOLVENTA                 ,,,,
element_52,sunat_tabla_03,45,SERBANCO SA.             ,SERBANCO SA.             ,,,,
element_53,sunat_tabla_03,46,BANK OF BOSTON           ,BANK OF BOSTON           ,,,,
element_54,sunat_tabla_03,47,ORION                    ,ORION                    ,,,,
element_55,sunat_tabla_03,48,DEL PAIS                 ,DEL PAIS                 ,,,,
element_56,sunat_tabla_03,49,MI BANCO                 ,MI BANCO                 ,,,,
element_57,sunat_tabla_03,50,BNP PARIBAS,BNP PARIBAS,,,,
element_58,sunat_tabla_03,51,AGROBANCO,AGROBANCO,,,,
element_59,sunat_tabla_03,53,HSBC BANK PERU S.A.      ,HSBC BANK PERU S.A.      ,,,,
element_60,sunat_tabla_03,54,BANCO FALABELLA S.A.,BANCO FALABELLA S.A.,,,,
element_61,sunat_tabla_03,55,BANCO RIPLEY,BANCO RIPLEY,,,,
element_62,sunat_tabla_03,56,BANCO SANTANDER PERU S.A.,BANCO SANTANDER PERU S.A.,,,,
element_63,sunat_tabla_03,58,BANCO AZTECA DEL PERU,BANCO AZTECA DEL PERU,,,,
element_64,sunat_tabla_03,99,OTROS,OTROS,,,,
element_65,sunat_tabla_04,AED,UAE Dirham,UAE Dirham,,,,
element_66,sunat_tabla_04,AFN,Afghani,Afghani,,,,
element_67,sunat_tabla_04,ALL,Lek,Lek,,,,
element_68,sunat_tabla_04,AMD,Armenian Dram,Armenian Dram,,,,
element_69,sunat_tabla_04,ANG,Netherlands Antillian Guilder,Netherlands Antillian Guilder,,,,
element_70,sunat_tabla_04,AOA,Kwanza,Kwanza,,,,
element_71,sunat_tabla_04,ARS,Argentine Peso,Argentine Peso,,,,
element_72,sunat_tabla_04,AUD,Australian Dollar,Australian Dollar,,,,
element_73,sunat_tabla_04,AWG,Aruban Guilder,Aruban Guilder,,,,
element_74,sunat_tabla_04,AZN,Azerbaijanian Manat,Azerbaijanian Manat,,,,
element_75,sunat_tabla_04,BAM,Convertible Marks,Convertible Marks,,,,
element_76,sunat_tabla_04,BBD,Barbados Dollar,Barbados Dollar,,,,
element_77,sunat_tabla_04,BDT,Taka,Taka,,,,
element_78,sunat_tabla_04,BGN,Bulgarian Lev,Bulgarian Lev,,,,
element_79,sunat_tabla_04,BHD,Bahraini Dinar,Bahraini Dinar,,,,
element_80,sunat_tabla_04,BIF,Burundi Franc,Burundi Franc,,,,
element_81,sunat_tabla_04,BMD,Bermudian Dollar (customarily known as Bermuda Dollar),Bermudian Dollar (customarily known as Bermuda Dollar),,,,
element_82,sunat_tabla_04,BND,Brunei Dollar,Brunei Dollar,,,,
element_83,sunat_tabla_04,BOB,Boliviano,Boliviano,,,,
element_84,sunat_tabla_04,BOV,Mvdol,Mvdol,,,,
element_85,sunat_tabla_04,BRL,Brazilian Real,Brazilian Real,,,,
element_86,sunat_tabla_04,BSD,Bahamian Dollar,Bahamian Dollar,,,,
element_87,sunat_tabla_04,BTN,Ngultrum,Ngultrum,,,,
element_88,sunat_tabla_04,BWP,Pula,Pula,,,,
element_89,sunat_tabla_04,BYR,Belarussian Ruble,Belarussian Ruble,,,,
element_90,sunat_tabla_04,BZD,Belize Dollar,Belize Dollar,,,,
element_91,sunat_tabla_04,CAD,Canadian Dollar,Canadian Dollar,,,,
element_92,sunat_tabla_04,CDF,Congolese Franc,Congolese Franc,,,,
element_93,sunat_tabla_04,CHE,WIR Euro,WIR Euro,,,,
element_94,sunat_tabla_04,CHF,Swiss Franc,Swiss Franc,,,,
element_95,sunat_tabla_04,CHW,WIR Franc,WIR Franc,,,,
element_96,sunat_tabla_04,CLF,Unidades de fomento,Unidades de fomento,,,,
element_97,sunat_tabla_04,CLP,Chilean Peso,Chilean Peso,,,,
element_98,sunat_tabla_04,CNY,Yuan Renminbi,Yuan Renminbi,,,,
element_99,sunat_tabla_04,COP,Colombian Peso,Colombian Peso,,,,
element_100,sunat_tabla_04,COU,Unidad de Valor Real,Unidad de Valor Real,,,,
element_101,sunat_tabla_04,CRC,Costa Rican Colon,Costa Rican Colon,,,,
element_102,sunat_tabla_04,CUC,Peso Convertible,Peso Convertible,,,,
element_103,sunat_tabla_04,CUP,Cuban Peso,Cuban Peso,,,,
element_104,sunat_tabla_04,CVE,Cape Verde Escudo,Cape Verde Escudo,,,,
element_105,sunat_tabla_04,CZK,Czech Koruna,Czech Koruna,,,,
element_106,sunat_tabla_04,DJF,Djibouti Franc,Djibouti Franc,,,,
element_107,sunat_tabla_04,DKK,Danish Krone,Danish Krone,,,,
element_108,sunat_tabla_04,DOP,Dominican Peso,Dominican Peso,,,,
element_109,sunat_tabla_04,DZD,Algerian Dinar,Algerian Dinar,,,,
element_110,sunat_tabla_04,EEK,Kroon,Kroon,,,,
element_111,sunat_tabla_04,EGP,Egyptian Pound,Egyptian Pound,,,,
element_112,sunat_tabla_04,ERN,Nakfa,Nakfa,,,,
element_113,sunat_tabla_04,ETB,Ethiopian Birr,Ethiopian Birr,,,,
element_114,sunat_tabla_04,EUR,Euro,Euro,,,,
element_115,sunat_tabla_04,FJD,Fiji Dollar,Fiji Dollar,,,,
element_116,sunat_tabla_04,FKP,Falkland Islands Pound,Falkland Islands Pound,,,,
element_117,sunat_tabla_04,GBP,Pound Sterling,Pound Sterling,,,,
element_118,sunat_tabla_04,GEL,Lari,Lari,,,,
element_119,sunat_tabla_04,GHS,Cedi,Cedi,,,,
element_120,sunat_tabla_04,GIP,Gibraltar Pound,Gibraltar Pound,,,,
element_121,sunat_tabla_04,GMD,Dalasi,Dalasi,,,,
element_122,sunat_tabla_04,GNF,Guinea Franc,Guinea Franc,,,,
element_123,sunat_tabla_04,GTQ,Quetzal,Quetzal,,,,
element_124,sunat_tabla_04,GYD,Guyana Dollar,Guyana Dollar,,,,
element_125,sunat_tabla_04,HKD,Hong Kong Dollar,Hong Kong Dollar,,,,
element_126,sunat_tabla_04,HNL,Lempira,Lempira,,,,
element_127,sunat_tabla_04,HRK,Croatian Kuna,Croatian Kuna,,,,
element_128,sunat_tabla_04,HTG,Gourde,Gourde,,,,
element_129,sunat_tabla_04,HUF,Forint,Forint,,,,
element_130,sunat_tabla_04,IDR,Rupiah,Rupiah,,,,
element_131,sunat_tabla_04,ILS,New Israeli Sheqel,New Israeli Sheqel,,,,
element_132,sunat_tabla_04,INR,Indian Rupee,Indian Rupee,,,,
element_133,sunat_tabla_04,IQD,Iraqi Dinar,Iraqi Dinar,,,,
element_134,sunat_tabla_04,IRR,Iranian Rial,Iranian Rial,,,,
element_135,sunat_tabla_04,ISK,Iceland Krona,Iceland Krona,,,,
element_136,sunat_tabla_04,JMD,Jamaican Dollar,Jamaican Dollar,,,,
element_137,sunat_tabla_04,JOD,Jordanian Dinar,Jordanian Dinar,,,,
element_138,sunat_tabla_04,JPY,Yen,Yen,,,,
element_139,sunat_tabla_04,KES,Kenyan Shilling,Kenyan Shilling,,,,
element_140,sunat_tabla_04,KGS,Som,Som,,,,
element_141,sunat_tabla_04,KHR,Riel,Riel,,,,
element_142,sunat_tabla_04,KMF,Comoro Franc,Comoro Franc,,,,
element_143,sunat_tabla_04,KPW,North Korean Won,North Korean Won,,,,
element_144,sunat_tabla_04,KRW,Won,Won,,,,
element_145,sunat_tabla_04,KWD,Kuwaiti Dinar,Kuwaiti Dinar,,,,
element_146,sunat_tabla_04,KYD,Cayman Islands Dollar,Cayman Islands Dollar,,,,
element_147,sunat_tabla_04,KZT,Tenge,Tenge,,,,
element_148,sunat_tabla_04,LAK,Kip,Kip,,,,
element_149,sunat_tabla_04,LBP,Lebanese Pound,Lebanese Pound,,,,
element_150,sunat_tabla_04,LKR,Sri Lanka Rupee,Sri Lanka Rupee,,,,
element_151,sunat_tabla_04,LRD,Liberian Dollar,Liberian Dollar,,,,
element_152,sunat_tabla_04,LSL,Loti,Loti,,,,
element_153,sunat_tabla_04,LTL,Lithuanian Litas,Lithuanian Litas,,,,
element_154,sunat_tabla_04,LVL,Latvian Lats,Latvian Lats,,,,
element_155,sunat_tabla_04,LYD,Libyan Dinar,Libyan Dinar,,,,
element_156,sunat_tabla_04,MAD,Moroccan Dirham,Moroccan Dirham,,,,
element_157,sunat_tabla_04,MDL,Moldovan Leu,Moldovan Leu,,,,
element_158,sunat_tabla_04,MGA,Malagasy Ariary,Malagasy Ariary,,,,
element_159,sunat_tabla_04,MKD,Denar,Denar,,,,
element_160,sunat_tabla_04,MMK,Kyat,Kyat,,,,
element_161,sunat_tabla_04,MNT,Tugrik,Tugrik,,,,
element_162,sunat_tabla_04,MOP,Pataca,Pataca,,,,
element_163,sunat_tabla_04,MRO,Ouguiya,Ouguiya,,,,
element_164,sunat_tabla_04,MUR,Mauritius Rupee,Mauritius Rupee,,,,
element_165,sunat_tabla_04,MVR,Rufiyaa,Rufiyaa,,,,
element_166,sunat_tabla_04,MWK,Kwacha,Kwacha,,,,
element_167,sunat_tabla_04,MXN,Mexican Peso,Mexican Peso,,,,
element_168,sunat_tabla_04,MXV,Mexican Unidad de Inversion (UDI),Mexican Unidad de Inversion (UDI),,,,
element_169,sunat_tabla_04,MYR,Malaysian Ringgit,Malaysian Ringgit,,,,
element_170,sunat_tabla_04,MZN,Metical,Metical,,,,
element_171,sunat_tabla_04,NAD,Namibia Dollar,Namibia Dollar,,,,
element_172,sunat_tabla_04,NGN,Naira,Naira,,,,
element_173,sunat_tabla_04,NIO,Cordoba Oro,Cordoba Oro,,,,
element_174,sunat_tabla_04,NOK,Norwegian Krone,Norwegian Krone,,,,
element_175,sunat_tabla_04,NPR,Nepalese Rupee,Nepalese Rupee,,,,
element_176,sunat_tabla_04,NZD,New Zealand Dollar,New Zealand Dollar,,,,
element_177,sunat_tabla_04,OMR,Rial Omani,Rial Omani,,,,
element_178,sunat_tabla_04,PAB,Balboa,Balboa,,,,
element_179,sunat_tabla_04,PEN,Nuevo Sol,Nuevo Sol,,,,
element_180,sunat_tabla_04,PGK,Kina,Kina,,,,
element_181,sunat_tabla_04,PHP,Philippine Peso,Philippine Peso,,,,
element_182,sunat_tabla_04,PKR,Pakistan Rupee,Pakistan Rupee,,,,
element_183,sunat_tabla_04,PLN,Zloty,Zloty,,,,
element_184,sunat_tabla_04,PYG,Guarani,Guarani,,,,
element_185,sunat_tabla_04,QAR,Qatari Rial,Qatari Rial,,,,
element_186,sunat_tabla_04,RON,New Leu,New Leu,,,,
element_187,sunat_tabla_04,RSD,Serbian Dinar,Serbian Dinar,,,,
element_188,sunat_tabla_04,RUB,Russian Ruble,Russian Ruble,,,,
element_189,sunat_tabla_04,RWF,Rwanda Franc,Rwanda Franc,,,,
element_190,sunat_tabla_04,SAR,Saudi Riyal,Saudi Riyal,,,,
element_191,sunat_tabla_04,SBD,Solomon Islands Dollar,Solomon Islands Dollar,,,,
element_192,sunat_tabla_04,SCR,Seychelles Rupee,Seychelles Rupee,,,,
element_193,sunat_tabla_04,SDG,Sudanese Pound,Sudanese Pound,,,,
element_194,sunat_tabla_04,SEK,Swedish Krona,Swedish Krona,,,,
element_195,sunat_tabla_04,SGD,Singapore Dollar,Singapore Dollar,,,,
element_196,sunat_tabla_04,SHP,Saint Helena Pound,Saint Helena Pound,,,,
element_197,sunat_tabla_04,SLL,Leone,Leone,,,,
element_198,sunat_tabla_04,SOS,Somali Shilling,Somali Shilling,,,,
element_199,sunat_tabla_04,SRD,Surinam Dollar,Surinam Dollar,,,,
element_200,sunat_tabla_04,STD,Dobra,Dobra,,,,
element_201,sunat_tabla_04,SVC,El Salvador Colon,El Salvador Colon,,,,
element_202,sunat_tabla_04,SYP,Syrian Pound,Syrian Pound,,,,
element_203,sunat_tabla_04,SZL,Lilangeni,Lilangeni,,,,
element_204,sunat_tabla_04,THB,Baht,Baht,,,,
element_205,sunat_tabla_04,TJS,Somoni,Somoni,,,,
element_206,sunat_tabla_04,TMT,Manat,Manat,,,,
element_207,sunat_tabla_04,TND,Tunisian Dinar,Tunisian Dinar,,,,
element_208,sunat_tabla_04,TOP,Pa'anga,Pa'anga,,,,
element_209,sunat_tabla_04,TRY,Turkish Lira,Turkish Lira,,,,
element_210,sunat_tabla_04,TTD,Trinidad and Tobago Dollar,Trinidad and Tobago Dollar,,,,
element_211,sunat_tabla_04,TWD,New Taiwan Dollar,New Taiwan Dollar,,,,
element_212,sunat_tabla_04,TZS,Tanzanian Shilling,Tanzanian Shilling,,,,
element_213,sunat_tabla_04,UAH,Hryvnia,Hryvnia,,,,
element_214,sunat_tabla_04,UGX,Uganda Shilling,Uganda Shilling,,,,
element_215,sunat_tabla_04,USD,US Dollar,US Dollar,,,,
element_216,sunat_tabla_04,USN,US Dollar (Next day),US Dollar (Next day),,,,
element_217,sunat_tabla_04,USS,US Dollar (Same day),US Dollar (Same day),,,,
element_218,sunat_tabla_04,UYI,Uruguay Peso en Unidades Indexadas,Uruguay Peso en Unidades Indexadas,,,,
element_219,sunat_tabla_04,UYU,Peso Uruguayo,Peso Uruguayo,,,,
element_220,sunat_tabla_04,UZS,Uzbekistan Sum,Uzbekistan Sum,,,,
element_221,sunat_tabla_04,VEF,Bolivar Fuerte,Bolivar Fuerte,,,,
element_222,sunat_tabla_04,VND,Dong,Dong,,,,
element_223,sunat_tabla_04,VUV,Vatu,Vatu,,,,
element_224,sunat_tabla_04,WST,Tala,Tala,,,,
element_225,sunat_tabla_04,XAF,CFA Franc BEAC ‡,CFA Franc BEAC ‡,,,,
element_226,sunat_tabla_04,XAG,Silver,Silver,,,,
element_227,sunat_tabla_04,XAU,Gold,Gold,,,,
element_228,sunat_tabla_04,XBA,Bond Markets Units European Composite Unit (EURCO),Bond Markets Units European Composite Unit (EURCO),,,,
element_229,sunat_tabla_04,XBB,European Monetary Unit (E.M.U.-6),European Monetary Unit (E.M.U.-6),,,,
element_230,sunat_tabla_04,XBC,European Unit of Account 9(E.U.A.-9),European Unit of Account 9(E.U.A.-9),,,,
element_231,sunat_tabla_04,XBD,European Unit of Account 17(E.U.A.-17),European Unit of Account 17(E.U.A.-17),,,,
element_232,sunat_tabla_04,XCD,East Caribbean Dollar,East Caribbean Dollar,,,,
element_233,sunat_tabla_04,XDR,SDR,SDR,,,,
element_234,sunat_tabla_04,XFU,UIC-Franc,UIC-Franc,,,,
element_235,sunat_tabla_04,XOF,CFA Franc BCEAO †,CFA Franc BCEAO †,,,,
element_236,sunat_tabla_04,XPD,Palladium,Palladium,,,,
element_237,sunat_tabla_04,XPF,CFP Franc,CFP Franc,,,,
element_238,sunat_tabla_04,XPT,Platinum,Platinum,,,,
element_239,sunat_tabla_04,YER,Yemeni Rial,Yemeni Rial,,,,
element_240,sunat_tabla_04,ZAR,Rand,Rand,,,,
element_241,sunat_tabla_04,ZMK,Zambian Kwacha,Zambian Kwacha,,,,
element_242,sunat_tabla_04,ZWL,Zimbabwe Dollar,Zimbabwe Dollar,,,,
element_243,sunat_tabla_05,1,MERCADERÍAS,MERCADERÍAS,,,,
element_244,sunat_tabla_05,2,PRODUCTOS TERMINADOS,PRODUCTOS TERMINADOS,,,,
element_245,sunat_tabla_05,3,MATERIAS PRIMAS,MATERIAS PRIMAS,,,,
element_246,sunat_tabla_05,4,ENVASES,ENVASES,,,,
element_247,sunat_tabla_05,5,MATERIALES AUXILIARES,MATERIALES AUXILIARES,,,,
element_248,sunat_tabla_05,6,SUMINISTROS ,SUMINISTROS ,,,,
element_249,sunat_tabla_05,7,REPUESTOS,REPUESTOS,,,,
element_250,sunat_tabla_05,8,EMBALAJES,EMBALAJES,,,,
element_251,sunat_tabla_05,9,SUBPRODUCTOS ,SUBPRODUCTOS ,,,,
element_252,sunat_tabla_05,10,DESECHOS Y DESPERDICIOS,DESECHOS Y DESPERDICIOS,,,,
element_253,sunat_tabla_05,91,OTROS 1,OTROS 2,,,,
element_254,sunat_tabla_05,92,OTROS 2,OTROS 3,,,,
element_255,sunat_tabla_05,93,OTROS 3,OTROS 4,,,,
element_256,sunat_tabla_05,94,OTROS 4,OTROS 5,,,,
element_257,sunat_tabla_05,95,OTROS 5,OTROS 6,,,,
element_258,sunat_tabla_05,96,OTROS 6,OTROS 7,,,,
element_259,sunat_tabla_05,97,OTROS 7,OTROS 8,,,,
element_260,sunat_tabla_05,98,OTROS 8,OTROS 9,,,,
element_261,sunat_tabla_05,99,OTROS,OTROS,,,,
element_262,sunat_tabla_06,4,small spray,small spray,,,,
element_263,sunat_tabla_06,5,lift,lift,,,,
element_264,sunat_tabla_06,8,heat lot,heat lot,,,,
element_265,sunat_tabla_06,10,group,group,,,,
element_266,sunat_tabla_06,11,outfit,outfit,,,,
element_267,sunat_tabla_06,13,ration,ration,,,,
element_268,sunat_tabla_06,14,shot,shot,,,,
element_269,sunat_tabla_06,15,stick,stick,,,,
element_270,sunat_tabla_06,16,hundred fifteen kg drum,hundred fifteen kg drum,,,,
element_271,sunat_tabla_06,17,hundred lb drum,hundred lb drum,,,,
element_272,sunat_tabla_06,18,fiftyfive gallon (US) drum,fiftyfive gallon (US) drum,,,,
element_273,sunat_tabla_06,19,tank truck,tank truck,,,,
element_274,sunat_tabla_06,20,twenty foot container,twenty foot container,,,,
element_275,sunat_tabla_06,21,forty foot container,forty foot container,,,,
element_276,sunat_tabla_06,22,decilitre per gram,decilitre per gram,,,,
element_277,sunat_tabla_06,23,gram per cubic centimetre,gram per cubic centimetre,,,,
element_278,sunat_tabla_06,24,theoretical pound,theoretical pound,,,,
element_279,sunat_tabla_06,25,gram per square centimetre,gram per square centimetre,,,,
element_280,sunat_tabla_06,26,actual ton,actual ton,,,,
element_281,sunat_tabla_06,27,theoretical ton,theoretical ton,,,,
element_282,sunat_tabla_06,28,kilogram per square metre,kilogram per square metre,,,,
element_283,sunat_tabla_06,29,pound per thousand square feet,pound per thousand square feet,,,,
element_284,sunat_tabla_06,30,horse power day per air dry metric ton,horse power day per air dry metric ton,,,,
element_285,sunat_tabla_06,31,catch weight,catch weight,,,,
element_286,sunat_tabla_06,32,kilogram per air dry metric ton,kilogram per air dry metric ton,,,,
element_287,sunat_tabla_06,33,kilopascal square metres per gram,kilopascal square metres per gram,,,,
element_288,sunat_tabla_06,34,kilopascals per millimetre,kilopascals per millimetre,,,,
element_289,sunat_tabla_06,35,millilitres per square centimetre second,millilitres per square centimetre second,,,,
element_290,sunat_tabla_06,36,cubic feet per minute per square foot,cubic feet per minute per square foot,,,,
element_291,sunat_tabla_06,37,ounce per square foot,ounce per square foot,,,,
element_292,sunat_tabla_06,38,"ounces per square foot per 0,01 inch","ounces per square foot per 0,01 inch",,,,
element_293,sunat_tabla_06,40,millilitre per second,millilitre per second,,,,
element_294,sunat_tabla_06,41,millilitre per minute,millilitre per minute,,,,
element_295,sunat_tabla_06,43,super bulk bag,super bulk bag,,,,
element_296,sunat_tabla_06,44,fivehundred kg bulk bag,fivehundred kg bulk bag,,,,
element_297,sunat_tabla_06,45,threehundred kg bulk bag,threehundred kg bulk bag,,,,
element_298,sunat_tabla_06,46,fifty lb bulk bag,fifty lb bulk bag,,,,
element_299,sunat_tabla_06,47,fifty lb bag,fifty lb bag,,,,
element_300,sunat_tabla_06,48,bulk car load,bulk car load,,,,
element_301,sunat_tabla_06,53,theoretical kilograms,theoretical kilograms,,,,
element_302,sunat_tabla_06,54,theoretical tonne,theoretical tonne,,,,
element_303,sunat_tabla_06,56,sitas,sitas,,,,
element_304,sunat_tabla_06,57,mesh,mesh,,,,
element_305,sunat_tabla_06,58,net kilogram,net kilogram,,,,
element_306,sunat_tabla_06,59,part per million,part per million,,,,
element_307,sunat_tabla_06,60,percent weight,percent weight,,,,
element_308,sunat_tabla_06,61,part per billion (US),part per billion (US),,,,
element_309,sunat_tabla_06,62,percent per 1000 hour,percent per 1000 hour,,,,
element_310,sunat_tabla_06,63,failure rate in time,failure rate in time,,,,
element_311,sunat_tabla_06,64,"pound per square inch, gauge","pound per square inch, gauge",,,,
element_312,sunat_tabla_06,66,oersted,oersted,,,,
element_313,sunat_tabla_06,69,test specific scale,test specific scale,,,,
element_314,sunat_tabla_06,71,volt ampere per pound,volt ampere per pound,,,,
element_315,sunat_tabla_06,72,watt per pound,watt per pound,,,,
element_316,sunat_tabla_06,73,ampere tum per centimetre,ampere tum per centimetre,,,,
element_317,sunat_tabla_06,74,millipascal,millipascal,,,,
element_318,sunat_tabla_06,76,gauss,gauss,,,,
element_319,sunat_tabla_06,77,milli-inch,milli-inch,,,,
element_320,sunat_tabla_06,78,kilogauss,kilogauss,,,,
element_321,sunat_tabla_06,80,pounds per square inch absolute,pounds per square inch absolute,,,,
element_322,sunat_tabla_06,81,henry,henry,,,,
element_323,sunat_tabla_06,84,kilopound per square inch,kilopound per square inch,,,,
element_324,sunat_tabla_06,85,foot pound-force,foot pound-force,,,,
element_325,sunat_tabla_06,87,pound per cubic foot,pound per cubic foot,,,,
element_326,sunat_tabla_06,89,poise,poise,,,,
element_327,sunat_tabla_06,90,Saybold universal second,Saybold universal second,,,,
element_328,sunat_tabla_06,91,stokes,stokes,,,,
element_329,sunat_tabla_06,92,calorie per cubic centimetre,calorie per cubic centimetre,,,,
element_330,sunat_tabla_06,93,calorie per gram,calorie per gram,,,,
element_331,sunat_tabla_06,94,curl unit,curl unit,,,,
element_332,sunat_tabla_06,95,twenty thousand gallon (US) tankcar,twenty thousand gallon (US) tankcar,,,,
element_333,sunat_tabla_06,96,ten thousand gallon (US) tankcar,ten thousand gallon (US) tankcar,,,,
element_334,sunat_tabla_06,97,ten kg drum,ten kg drum,,,,
element_335,sunat_tabla_06,98,fifteen kg drum,fifteen kg drum,,,,
element_336,sunat_tabla_06,1A,car mile,car mile,,,,
